abantecart,login_and_add_new_address_S1,user_crashtes2
abantecart,login_and_add_new_address_S1,user_crashtest
abantecart,login_and_add_new_address_S2,user_crashtes2
abantecart,login_and_add_new_address_S2,user_crashtest
abantecart,login_and_add_second_admin_S1,admin
abantecart,login_and_add_second_admin_S2,admin
abantecart,login_and_buy_stuff_S1,user_crashtes2
abantecart,login_and_buy_stuff_S1,user_crashtest
abantecart,login_and_buy_stuff_S2,user_crashtes2
abantecart,login_and_buy_stuff_S2,user_crashtest
abantecart,login_and_change_address_S1,user_crashtes2
abantecart,login_and_change_address_S1,user_crashtest
abantecart,login_and_change_address_S2,user_crashtes2
abantecart,login_and_change_address_S2,user_crashtest
abantecart,login_and_change_email_S1,user_crashtes2
abantecart,login_and_change_email_S1,user_crashtest
abantecart,login_and_change_email_S2,user_crashtes2
abantecart,login_and_change_email_S2,user_crashtest
abantecart,login_and_change_order_status_S1,admin
abantecart,login_and_change_order_status_S2,admin
abantecart,login_and_change_password_S1,user_crashtes2
abantecart,login_and_change_password_S1,user_crashtest
abantecart,login_and_change_password_S2,user_crashtes2
abantecart,login_and_change_password_S2,user_crashtest
abantecart,login_and_change_product_price_S1,admin
abantecart,login_and_change_product_price_S2,admin
abantecart,login_and_change_store_settings_S1,admin
abantecart,login_and_change_store_settings_S2,admin
abantecart,login_and_delete_category_S1,admin
abantecart,login_and_delete_category_S2,admin
horde,login_and_add_address_to_whitelist_S1,admin
horde,login_and_add_address_to_whitelist_S2,admin
horde,login_and_add_user_S1,admin
horde,login_and_add_user_S2,admin
horde,login_and_delete_table_S1,admin
horde,login_and_delete_table_S2,admin
invoiceninja,add_new_default_tax_rate_S1,admin_admin
invoiceninja,add_new_default_tax_rate_S2,admin_admin
invoiceninja,add_payment_S1,admin_admin
invoiceninja,add_payment_S2,admin_admin
invoiceninja,change_smtp_config_S1,admin_admin
invoiceninja,change_smtp_config_S2,admin_admin
invoiceninja,create_client_S1,admin_admin
invoiceninja,create_client_S2,admin_admin
invoiceninja,create_expense_S1,admin_admin
invoiceninja,create_expense_S2,admin_admin
invoiceninja,create_invoice_S1,admin_admin
invoiceninja,create_invoice_S2,admin_admin
invoiceninja,create_new_user_S1,admin_admin
invoiceninja,create_new_user_S2,admin_admin
invoiceninja,create_task_S1,admin_admin
invoiceninja,create_task_S2,admin_admin
invoiceninja,delete_client_S1,admin_admin
invoiceninja,delete_client_S2,admin_admin
invoiceninja,deletes_task_S1,admin_admin
invoiceninja,deletes_task_S2,admin_admin
invoiceninja,update_client_S1,admin_admin
invoiceninja,update_client_S2,admin_admin
mautic,change_landing_page_S1,admin_kasperle
mautic,change_landing_page_S1,admin_user
mautic,change_landing_page_S2,admin_kasperle
mautic,change_landing_page_S2,admin_user
mautic,change_password_S1,admin_kasperle
mautic,change_password_S1,admin_user
mautic,change_password_S2,admin_kasperle
mautic,change_password_S2,admin_user
mautic,create_contact_S1,admin_kasperle
mautic,create_contact_S1,admin_user
mautic,create_contact_S2,admin_kasperle
mautic,create_contact_S2,admin_user
mautic,delete_campaign_S1,admin_kasperle
mautic,delete_campaign_S1,admin_user
mautic,delete_campaign_S2,admin_kasperle
mautic,delete_campaign_S2,admin_user
mautic,delete_contact_S1,admin_kasperle
mautic,delete_contact_S1,admin_user
mautic,delete_contact_S2,admin_kasperle
mautic,delete_contact_S2,admin_user
mautic,embed_analytics_S1,admin_kasperle
mautic,embed_analytics_S1,admin_user
mautic,embed_analytics_S2,admin_kasperle
mautic,embed_analytics_S2,admin_user
mybb,add_word_to_filter_S1,admin_admin1
mybb,add_word_to_filter_S2,admin_admin1
mybb,change_gravatar_S1,user_user1
mybb,change_gravatar_S1,user_user2
mybb,change_gravatar_S2,user_user1
mybb,change_gravatar_S2,user_user2
mybb,create_forum_announcement_S1,admin_admin1
mybb,create_forum_announcement_S2,admin_admin1
mybb,create_modify_delete_post_S1,user_user1
mybb,create_modify_delete_post_S1,user_user2
mybb,create_modify_delete_post_S2,user_user1
mybb,create_modify_delete_post_S2,user_user2
mybb,create_new_admin_S1,admin_admin1
mybb,create_new_admin_S2,admin_admin1
mybb,delete_forum_S1,admin_admin1
mybb,delete_forum_S2,admin_admin1
mybb,delete_user_S1,admin_admin1
mybb,delete_user_S2,admin_admin1
mybb,make_user_admin_S1,admin_admin1
mybb,make_user_admin_S2,admin_admin1
mybb,modify_foreign_post_S1,admin_admin1
mybb,modify_foreign_post_S2,admin_admin1
mybb,modify_theme_S1,admin_admin1
mybb,modify_theme_S2,admin_admin1
mybb,send_mass_mail_S1,admin_admin1
mybb,send_mass_mail_S2,admin_admin1
mybb,turn_offline_S1,admin_admin1
mybb,turn_offline_S2,admin_admin1
opencart,login_and_add_new_address_S1,user_seasurf@seasurf.de
opencart,login_and_add_new_address_S2,user_seasurf@seasurf.de
opencart,login_and_buy_stuff_S1,user_seasur2@seasur2.de
opencart,login_and_buy_stuff_S1,user_seasurf@seasurf.de
opencart,login_and_buy_stuff_S2,user_seasur2@seasur2.de
opencart,login_and_buy_stuff_S2,user_seasurf@seasurf.de
opencart,login_and_change_address_S1,user_seasur2@seasur2.de
opencart,login_and_change_address_S1,user_seasurf@seasurf.de
opencart,login_and_change_address_S2,user_seasur2@seasur2.de
opencart,login_and_change_address_S2,user_seasurf@seasurf.de
opencart,login_and_change_email_S1,user_seasur2@seasur2.de
opencart,login_and_change_email_S1,user_seasurf@seasurf.de
opencart,login_and_change_email_S2,user_seasur2@seasur2.de
opencart,login_and_change_email_S2,user_seasurf@seasurf.de
opencart,login_and_change_password_S1,user_seasur2@seasur2.de
opencart,login_and_change_password_S1,user_seasurf@seasurf.de
opencart,login_and_change_password_S2,user_seasur2@seasur2.de
opencart,login_and_change_password_S2,user_seasurf@seasurf.de
opencart,login_and_change_product_price_S1,admin
opencart,login_and_change_product_price_S2,admin
opencart,login_and_change_store_settings_S1,admin
opencart,login_and_change_store_settings_S2,admin
opencart,login_and_remane_category_S1,admin
opencart,login_and_remane_category_S2,admin
oxid,buy_stuff_S1,user_info@oxid_esales.com
oxid,buy_stuff_S1,user_user@example.com
oxid,buy_stuff_S2,user_info@oxid_esales.com
oxid,buy_stuff_S2,user_user@example.com
oxid,create_category_S1,admin_user@example.com
oxid,create_category_S2,admin_user@example.com
oxid,create_discount_S1,admin_user@example.com
oxid,create_discount_S2,admin_user@example.com
oxid,create_discount_series_S1,admin_user@example.com
oxid,create_discount_series_S2,admin_user@example.com
oxid,create_product_S1,admin_user@example.com
oxid,create_product_S2,admin_user@example.com
oxid,create_shipping_rule_S1,admin_user@example.com
oxid,create_shipping_rule_S2,admin_user@example.com
oxid,create_user_S1,admin_user@example.com
oxid,create_user_S2,admin_user@example.com
oxid,logs_in_and_buys_stuff_S1,user_info@oxid_esales.com
oxid,logs_in_and_buys_stuff_S1,user_user@example.com
oxid,logs_in_and_buys_stuff_S2,user_info@oxid_esales.com
oxid,logs_in_and_buys_stuff_S2,user_user@example.com
oxid,logs_in_and_changes_email_S1,user_info@oxid_esales.com
oxid,logs_in_and_changes_email_S1,user_user@example.com
oxid,logs_in_and_changes_email_S2,user_info@oxid_esales.com
oxid,logs_in_and_changes_email_S2,user_user@example.com
oxid,logs_in_and_changes_password_S1,user_info@oxid_esales.com
oxid,logs_in_and_changes_password_S1,user_user@example.com
oxid,logs_in_and_changes_password_S2,user_info@oxid_esales.com
oxid,logs_in_and_changes_password_S2,user_user@example.com
oxid,run_sql_S1,admin_user@example.com
oxid,run_sql_S2,admin_user@example.com
oxid,update_category_S1,admin_user@example.com
oxid,update_category_S2,admin_user@example.com
oxid,update_product_S1,admin_user@example.com
oxid,update_product_S2,admin_user@example.com
oxid,update_shipping_rule_S1,admin_user@example.com
oxid,update_shipping_rule_S2,admin_user@example.com
prestashop,create_category_S1,admin_admin1
prestashop,create_category_S2,admin_admin1
prestashop,create_customer_S1,admin_admin1
prestashop,create_customer_S2,admin_admin1
prestashop,create_discount_S1,admin_admin1
prestashop,create_discount_S2,admin_admin1
prestashop,create_product_S1,admin_admin1
prestashop,create_product_S2,admin_admin1
prestashop,delete_carrier_S1,admin_admin1
prestashop,delete_carrier_S2,admin_admin1
prestashop,disable_currencies_S1,admin_admin1
prestashop,disable_currencies_S2,admin_admin1
prestashop,disable_module_S1,admin_admin1
prestashop,disable_module_S2,admin_admin1
prestashop,disable_some_prefs_S1,admin_admin1
prestashop,disable_some_prefs_S2,admin_admin1
prestashop,erase_logs_S1,admin_admin1
prestashop,erase_logs_S2,admin_admin1
prestashop,log_in_buy_stuff_S1,user_user1
prestashop,log_in_buy_stuff_S1,user_user2
prestashop,log_in_buy_stuff_S2,user_user1
prestashop,log_in_buy_stuff_S2,user_user2
prestashop,log_in_change_email_S1,user_user1
prestashop,log_in_change_email_S1,user_user2
prestashop,log_in_change_email_S2,user_user1
prestashop,log_in_change_email_S2,user_user2
prestashop,log_in_create_new_address_S1,user_user1
prestashop,log_in_create_new_address_S1,user_user2
prestashop,log_in_create_new_address_S2,user_user1
prestashop,log_in_create_new_address_S2,user_user2
prestashop,toggle_demomode_S1,admin_admin1
prestashop,toggle_demomode_S2,admin_admin1
simpleinvoice,login_and_add_second_admin_S1,admin
simpleinvoice,login_and_add_second_admin_S2,admin
simpleinvoice,login_and_backup_database_S1,admin
simpleinvoice,login_and_backup_database_S2,admin
simpleinvoice,login_and_change_default_tax_S1,admin
simpleinvoice,login_and_change_default_tax_S2,admin
simpleinvoice,login_and_change_tax_rate_S1,admin
simpleinvoice,login_and_change_tax_rate_S2,admin
simpleinvoice,login_and_enable_paypal_S1,admin
simpleinvoice,login_and_enable_paypal_S2,admin
simpleinvoice,login_and_new_customer_S1,admin
simpleinvoice,login_and_new_customer_S2,admin
simpleinvoice,login_and_new_invoice_S1,admin
simpleinvoice,login_and_new_invoice_S2,admin
simpleinvoice,login_and_new_payment_S1,admin
simpleinvoice,login_and_new_payment_S2,admin
simpleinvoice,login_and_new_product_S1,admin
simpleinvoice,login_and_new_product_S2,admin
simplemachinesforum,change_some_sec_prefs_S1,admin_user
simplemachinesforum,change_some_sec_prefs_S2,admin_user
simplemachinesforum,create_new_board_S1,admin_user
simplemachinesforum,create_new_board_S2,admin_user
simplemachinesforum,create_topic_S1,admin_user
simplemachinesforum,create_topic_S2,admin_user
simplemachinesforum,mark_as_read_S1,admin_user
simplemachinesforum,mark_as_read_S2,admin_user
simplemachinesforum,modify_post_S1,admin_user
simplemachinesforum,modify_post_S2,admin_user
simplemachinesforum,reply_S1,admin_user
simplemachinesforum,reply_S2,admin_user
simplemachinesforum,upgrade_account_S1,admin_user
simplemachinesforum,upgrade_account_S2,admin_user
